,GEOID,water,tree_canopy_perc,potential_tree_canopy,impervious_surface,area,water_acres,tree_canopy_perc_acres,potential_tree_canopy_acres,impervious_surface_acres,poverty_percent,poverty_percent_normalized,incorporated_place_name,incorporated_place_mean_tree_equity_score,poc_percent,poc_percent_normalized,unemployment_rate,unemployment_rate_normalized,dependent_ratio,dependent_ratio_normalized,child_percent,senior_percent,tree_equity_score,congressional_district,mental_health,health_normalized,total_population,tree_canopy_goal,tree_canopy_gap,temperature,temperature_normalized,holc_grade,afternoon_air_average_temperature,evening_air_average_temperature,equity_index,tree_canopy_gap_max
23,517600110001,0.0005858382356074001,0.29535637560083616,0.5065751309773399,0.28902104620481645,162.2969277479339,0.09507974579635128,47.93543235078053,82.21558743112948,46.90722785353536,0.480153649167734,0.480153649167734,Richmond,82.27933240206322,1.0,1.0,0.214953271028037,0.567413413963716,0.512476007677543,0.174508119107879,0.215736040609137,0.123096446700508,78.81043760555258,VA Congressional District 4,14.9,0.399582668303533,788.0,0.48,0.184643624399164,71.82537517053206,0.545317554620478,D,90.49564349972142,88.2314246550183,0.52782923419389,0.459944858941182
24,517600110002,0.0010888947142515578,0.13308224925958076,0.5470797057356177,0.44635096593350504,85.68692047061523,0.09330403478094654,11.40340810835629,46.877575236455456,38.246439719926535,0.555395683453237,0.555395683453237,Richmond,82.27933240206322,0.753956834532374,0.75151416772719,0.089783281733746,0.237001456929521,0.491416309012875,0.167261259533838,0.286330935251798,0.043165467625899,72.67840474852159,VA Congressional District 4,14.9,0.399582668303533,695.0,0.4,0.266917750740419,73.3875968992248,0.714031179897386,D,91.06023353381143,88.86028811748324,0.470797735974118,0.459944858941182
25,517600110003,0.0,0.18222853882878104,0.4649478379523519,0.5021435315391057,74.06704825757575,0.0,13.497129979338842,34.43731395087236,37.19228918273645,0.208198489751888,0.208198489751888,Richmond,82.27933240206322,0.721030042918455,0.718260485582808,0.052173913043478,0.13772378516624,0.335243553008596,0.113520603028021,0.126609442060086,0.124463519313305,82.43672913550542,VA Congressional District 4,14.9,0.399582668303533,932.0,0.4,0.217771461171219,72.7797619047619,0.648387460057553,C,91.60935457677603,89.06305354787814,0.370945581981674,0.459944858941182
26,517600111001,0.00021628610611329114,0.085843745839752,0.537701356003119,0.5361775165934463,103.94428391184573,0.022481704420027525,8.922966689623507,55.89098240817263,55.73258801193755,0.255681818181818,0.255681818181818,Richmond,82.27933240206322,0.76045197740113,0.758073793061249,0.044052863436123,0.116286602746825,0.404761904761905,0.137442585056197,0.084745762711864,0.203389830508475,72.60531612944465,VA Congressional District 4,15.8,0.346366672399088,885.0,0.4,0.314156254160248,74.11513859275053,0.792602738851145,D,91.05727093860185,88.85029321053801,0.401075701716054,0.459944858941182
27,517600111002,4.597875551601383e-06,0.13504942164206984,0.5629733678328849,0.5002844948578273,214.97233093893482,0.00098841602469489,29.031888962350784,121.0236971395776,107.54732399219469,0.349397590361446,0.349397590361446,Richmond,82.27933240206322,0.559036144578313,0.554658344569614,0.035087719298246,0.092621259029928,0.265243902439024,0.089433001111824,0.072289156626506,0.137349397590361,71.62234809011771,VA Congressional District 4,15.8,0.346366672399088,415.0,0.48,0.34495057835793,74.53353973168214,0.83778836882456,D,91.28475393605304,88.93111613477646,0.378377539382743,0.459944858941182
28,517600111003,0.00025375968678804375,0.025998839661270347,0.530483995135503,0.7875548092693213,88.5911472084481,0.02248086176780927,2.3032670316804404,46.996185704775016,69.77038404269972,0.648881239242685,0.648881239242685,Richmond,82.27933240206322,0.817555938037866,0.815744670274704,0.024752475247525,0.065339254513686,0.223157894736842,0.074950771678912,0.134251290877797,0.048192771084337,51.6498491120156,VA Congressional District 4,15.8,0.346366672399088,581.0,0.48,0.45400116033873,75.92171717171718,0.987705915184582,D,91.67592309510825,89.41860511376012,0.489831420548943,0.459944858941182
29,517600111004,0.00012263217704816174,0.11341246609680486,0.5497819215665204,0.5780456808322256,211.5501718227732,0.02594285812553936,23.992426689623507,116.3064599724518,122.28566310146924,0.533622559652928,0.533622559652928,Richmond,82.27933240206322,0.702515177797051,0.699561808623556,0.115658362989324,0.30530406112623,0.133726647000983,0.044176556710664,0.063313096270598,0.054640069384215,63.31692846415522,VA Congressional District 4,15.8,0.346366672399088,1153.0,0.48,0.366587533903195,74.48427672955975,0.832468163934665,D,91.54943082488604,89.17644542355421,0.460249970407855,0.459944858941182
30,517600201001,0.0,0.3422663105859851,0.40965866937587647,0.3462704982415745,215.49718226124884,0.0,73.75742551423323,88.28028893939393,74.62031667125802,0.842830009496676,0.842830009496676,Richmond,82.27933240206322,0.990978157644824,0.990888590617833,0.075098814229249,0.198238781678679,0.977464788732394,0.334515555750941,0.435422602089269,0.058879392212725,91.94343593433048,VA Congressional District 4,27.2,0.925164279976566,2106.0,0.4,0.057733689414015,71.95576131687243,0.559398730826737,D,90.809026711799,88.79133572458721,0.641839324724572,0.459944858941182
31,517600202001,0.0,0.14886110048574733,0.4877765650914708,0.48818566210949327,167.31513897842058,0.0,24.906715716253444,81.61240377869605,81.68085190312213,0.849863512283894,0.849863512283894,Richmond,82.27933240206322,1.0,1.0,0.137291280148423,0.362408599803558,1.099331423113658,0.376451121885306,0.458143767060964,0.065514103730664,61.024918983447776,VA Congressional District 4,24.8,0.830746731645416,2198.0,0.4,0.251138899514253,74.77025232403719,0.863352370957813,D,90.0044154360614,89.58477931646301,0.713803722762664,0.459944858941182
32,517600202002,0.0,0.17414069028464296,0.42934496039173486,0.5157461740790192,80.13644476354453,0.0,13.955015808080807,34.406178702938476,41.330064791092745,0.763052208835341,0.763052208835341,Richmond,82.27933240206322,0.978313253012048,0.978097951372276,0.032679738562091,0.086264898116109,0.919814957594449,0.314677654108751,0.366265060240964,0.11285140562249,80.45245789553883,VA Congressional District 4,24.8,0.830746731645416,2490.0,0.32,0.145859309715357,73.49444444444444,0.725570282429923,D,90.7454715362483,89.86618005482259,0.616401621084636,0.459944858941182
33,517600203001,0.0,0.10677065861567707,0.518069998881807,0.5264508554176451,88.3944515151515,0.0,9.43793380624426,45.794513397612484,46.535334614325066,0.47,0.47,Richmond,82.27933240206322,0.855,0.853560469314079,0.030864197530864,0.081472403776325,0.337792642140468,0.114397770896115,0.1675,0.085,59.70942333073879,VA Congressional District 4,16.6,0.560676052792108,400.0,0.48,0.373229341384323,75.10025062656642,0.898990852315719,D,90.92005293610973,89.7771696225456,0.496516258182391,0.459944858941182
34,517600203002,0.0,0.1599240839485164,0.429437088209426,0.5471334195948939,112.10147176538109,0.0,17.927725181359047,48.14052961891644,61.33446158861341,0.485853658536585,0.485853658536585,Richmond,82.27933240206322,0.878729547641963,0.877525599107723,0.071120689655172,0.187737702839756,0.723051409618574,0.246969287328392,0.164581328200193,0.255052935514918,72.66339555853745,VA Congressional District 4,16.6,0.560676052792108,1039.0,0.4,0.240075916051484,74.03155818540434,0.78357639306008,D,91.15905150494488,89.77707786241187,0.523723115610774,0.459944858941182
35,517600204001,0.0017854839749790418,0.20314613455862462,0.4549095768949687,0.46719209913230964,61.2002834963269,0.109272125446866,12.432601026170797,27.840595071166202,28.59228891414141,0.755369928400955,0.755369928400955,Richmond,82.27933240206322,0.878281622911695,0.877073227471287,0.126811594202899,0.334745311167945,0.639921722113503,0.218363504245948,0.130071599045346,0.260143198090692,74.02810766126822,VA Congressional District 4,24.1,0.758679846839438,838.0,0.4,0.196853865441375,73.2274368231047,0.696734539753058,D,90.73303388205507,89.79449457669217,0.606827726313105,0.459944858941182
36,517600204002,0.0,0.22755786515364423,0.40319749714982633,0.5088633772569399,46.600323266758494,0.0,10.60427007805326,18.789133707529842,23.71319787878788,0.982905982905983,0.982905982905983,Richmond,82.27933240206322,0.938461538461538,0.937850597056373,0.124401913875598,0.32838446383338,0.477272727272727,0.162394307144022,0.251282051282051,0.071794871794872,75.94887492597118,VA Congressional District 4,24.1,0.758679846839438,585.0,0.4,0.172442134846356,73.06132075471699,0.678794676544338,D,91.40004785644915,89.69273928645299,0.641501645720589,0.459944858941182
37,517600204003,0.00039329433164544513,0.20484176555587563,0.5088303555327605,0.49060054848674334,211.02433207988983,0.08299467364628674,43.22659675849404,107.37558591827366,103.52865306244261,0.754237288135593,0.754237288135593,Richmond,82.27933240206322,0.982142857142857,0.98196557503868,0.088888888888889,0.234640522875817,1.137404580152672,0.389552488006229,0.45,0.082142857142857,61.62561232276962,VA Congressional District 4,24.1,0.758679846839438,840.0,0.48,0.275158234444124,73.53213909378293,0.729641152029695,D,91.52499594098032,89.24800540884382,0.641452812154242,0.459944858941182
38,517600204004,0.0,0.26920451049974115,0.45346952861826556,0.3741606584189243,65.87279463269054,0.0,17.733253434343432,29.871305130853994,24.647008211662076,0.608219178082192,0.608219178082192,Richmond,82.27933240206322,1.0,1.0,0.064606741573034,0.170542795769993,0.693735498839907,0.236881379990262,0.245205479452055,0.164383561643836,83.51628039465912,VA Congressional District 4,24.1,0.758679846839438,730.0,0.4,0.130795489500259,73.29096989966555,0.703595854939441,D,90.6936884678728,89.42405721605651,0.579653175936888,0.459944858941182
39,517600204005,2.03556125512707e-05,0.22558549022401808,0.4305757702211682,0.5745743045872307,48.556654678604225,0.0009884004494235133,10.953676749311295,20.907318987603304,27.899406095041325,0.977229601518026,0.977229601518026,Richmond,82.27933240206322,0.963302752293578,0.962938429437287,0.171052631578947,0.451528637770898,0.441587068332109,0.150114503749511,0.306320081549439,0.0,100.0,VA Congressional District 4,24.1,0.758679846839438,1962.0,0.2,0.0,73.72222222222223,0.750169360742939,D,91.21673207166724,89.68245279498214,0.675110063343017,0.459944858941182
40,517600205001,0.00030772213955409795,0.1388380545974346,0.44448122317144134,0.6216424770402355,117.20394584940311,0.03606624898096097,16.272367832874195,52.09495321166207,72.85895121671257,0.310302282541641,0.310302282541641,Richmond,82.27933240206322,0.687761194029851,0.68466135028827,0.012291483757682,0.032445901977999,0.101973684210526,0.033250034633298,0.07044776119403,0.022089552238806,81.6386188815708,VA Congressional District 4,12.7,0.12017522535252,1675.0,0.4,0.261161945402565,73.80761904761904,0.759391872333462,D,91.68446003248593,89.43200064599066,0.323371111187865,0.459944858941182
41,517600205002,0.037046514153938705,0.11988273331590747,0.3663488434394323,0.7598191325172099,227.831188335629,8.440351343384554,27.3130255922865,83.46569234618917,173.1104958815427,0.317817966202194,0.317817966202194,Richmond,82.27933240206322,0.250815297954343,0.243377543692157,0.005633802816901,0.014871582435791,0.044272445820433,0.013394443225298,0.008894159501927,0.033501334123925,85.32848580778271,VA Congressional District 4,12.7,0.12017522535252,3373.0,0.4,0.280117266684093,73.58895131086142,0.735776641587474,D,91.6631159860548,89.56928750147561,0.240902233749239,0.459944858941182
42,517600206001,0.0,0.11523875017873071,0.367201383545881,0.694670080139444,72.58417029843893,0.0,8.36450906795225,26.65300775711662,50.42205139807162,0.166204986149584,0.166204986149584,Richmond,82.27933240206322,0.462603878116344,0.457268718061542,0.007102272727273,0.018747911096257,0.423127463863338,0.143762363412292,0.187442289935365,0.109879963065559,83.0687833387183,VA Congressional District 4,12.9,0.200896590236849,1083.0,0.4,0.284761249821269,72.83128834355828,0.653952106949401,D,91.49647868763304,89.60578171623219,0.273472112650987,0.459944858941182
43,517600206002,0.0,0.12085026536095753,0.2663768791774921,0.7616470144116537,44.511543498622586,0.0,5.379231843434344,11.856846044536272,33.90208421258035,0.337700145560408,0.337700145560408,Richmond,82.27933240206322,0.423295454545454,0.41757004840827,0.0,0.0,0.113924050632911,0.037362279005847,0.059659090909091,0.042613636363636,83.40088103572675,VA Congressional District 4,12.9,0.200896590236849,704.0,0.4,0.279149734639042,72.77114427860697,0.647456791303447,D,92.027715322248,89.55337348383662,0.273497642419137,0.459944858941182
44,517600207001,0.0,0.08557676619350628,0.4535548213411649,0.6691976668298254,121.16059338842975,0.0,10.368531772268135,54.95297128787878,81.08038640725435,0.529159519725557,0.529159519725557,Richmond,82.27933240206322,0.777400169923534,0.775190243812667,0.05663430420712,0.1494979059585,0.332955832389581,0.112733374761624,0.121495327102804,0.128292268479184,65.94142699979085,VA Congressional District 4,16.0,0.515386394896894,1177.0,0.4,0.314423233806494,75.17744916820702,0.907327982434357,D,91.59649594702861,89.99132315512806,0.498215903598267,0.459944858941182
45,517600208001,0.0,0.23424247150087033,0.39662588415216976,0.4657846944832929,196.47626393021122,0.0,46.02308565426998,77.92757189623508,91.51563656795226,0.273480662983425,0.273480662983425,Richmond,82.27933240206322,0.248618784530387,0.241159223726988,0.034035656401945,0.089844122413957,0.23972602739726,0.080652037053405,0.095580110497237,0.097790055248619,91.03811335283866,VA Congressional District 4,12.1,0.195755736368783,1810.0,0.4,0.16575752849913,72.43502824858757,0.611157620131563,D,91.36515897716289,88.8506445433768,0.248674900446354,0.459944858941182
46,517600209001,0.00525444023331895,0.3204640743034626,0.5234309633064488,0.22335153006835864,536.6221757690543,2.819649150452072,171.96812880853994,280.88466239439856,119.85538402662996,0.574162679425837,0.574162679425837,Richmond,82.27933240206322,0.883373205741627,0.88221535850621,0.064814814814815,0.171092047930283,0.575871819038643,0.196323271823574,0.26255980861244,0.102870813397129,83.32311190373514,VA Congressional District 4,15.9,0.489515250890936,1672.0,0.48,0.159535925696537,72.06760098928277,0.571476962895574,D,89.9824274907376,87.69111697802109,0.480797595245402,0.459944858941182
47,517600209002,0.0,0.1563912201420271,0.4884922005194649,0.5103817917035747,65.83572886134068,0.0,10.296129965564738,32.16024006427916,33.6013572543618,0.380764163372859,0.380764163372859,Richmond,82.27933240206322,0.866930171277997,0.865609080920649,0.044619422572178,0.117782152230971,0.445714285714286,0.151534721829381,0.176548089591568,0.131752305665349,76.14902812846405,VA Congressional District 4,15.9,0.489515250890936,759.0,0.4,0.243608779857973,73.2271186440678,0.696700177704562,D,90.93445755554754,89.19779041507921,0.450317591158226,0.459944858941182
48,517600209003,0.0,0.15494001039751817,0.41162959011352324,0.5663181572607636,72.72329049357208,0.0,11.267747385215793,29.935058257575758,41.18451986225895,0.436447166921899,0.436447166921899,Richmond,82.27933240206322,0.750382848392037,0.74790469977499,0.034591194968553,0.091310580836108,0.218283582089552,0.073273470410868,0.05666156202144,0.122511485451761,76.60532595696775,VA Congressional District 4,15.9,0.489515250890936,653.0,0.4,0.245059989602482,74.14723926380368,0.796069481431746,D,91.39243757275752,89.60946355482504,0.439086775044424,0.459944858941182
